sentiment,message
1,"Hello,

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your online store. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right?."
4,"Can you please close my account? I am moving to Canada and won't have need of your service there.

"
0,"Hello,

Why does your shopping cart have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? I've had it up to here with you lousy douchebags. One more problem and I'm outa here!

Remi Francis"
2,"I am unhappy with your delivery system. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right?

Julia"
5,"Good afternoon,

Thank you for all your help so far, your staff have been a delight!

Cheers,
A satisfied customer"
1,"Hello,

Can you please refund me the correct amount? I'm having a problem with your delivery system. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right?."
4,"Hello,

Can someone tell me how I go about placing an order?

Sincerely,
Walter Cronkite"
5,"Do you deliver internationally? I live in Togo and would really like to order The Belgariad as I can't find it anywhere here.

Thanks"
3,"Hello,

I am unhappy with your payments system. Even though I've cancelled my order through online store you guys still charged my credit card."
0,"To Whom It May Concern:

Your contact center is terrible. Even though I've cancelled my order through delivery system you guys still charged my credit card. If you don't fix this immediately I won't hesitate to report you to the ombudsman."
2,"Why does your delivery system have to be so damn complicated? All I want to do is wash the dog, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Walter Cronkite"
4,"Hi,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

"
5,Do you deliver internationally? I live in Saint Helena and would really like to order Lord of the Rings as I can't find it anywhere here.
0,"Hi,

What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens every week. I've had it up to here with you idiots. One more problem and I'm outa here!"
0,"What is wrong with your website?! Even though I've cancelled my order through delivery system you guys still charged my credit card. This time you've gone to far! You'll be hearing from the company directors, you can count on it.

Regards,
H.E. Pennypacker"
0,"To Whom It May Concern:

Your website is terrible. When I log in it gives me a dirty, great big error message! This happens every week. Give me what I want, or else! You guys are a pack of dickheads.You better start talking sense you morons otherwise I'm taking my business elsewhere!"
4,"Hi there,

Do you deliver internationally? I live in Andorra and would really like to order The Belgariad as I can't find it anywhere here.

Cheers,
Dave"
0,"To Whom It May Concern:

Your online store is terrible. When I log in it gives me a dirty, great big error message! This happens at least once a week. I've had it up to here with you dickheads. One more problem and I'm outa here!

Margaret Jefferson"
4,"Good afternoon,

When I log in it gives me a dirty, great big error message! This happens every day. Could somebody please help me, I'm completely lost and don't know what to do next.

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Douglas Johnson"
0,"Hello,

I have been waiting on hold now for 2 weeks. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about browse?"
1,"What is wrong with your payments system?! When I log in it gives me a dirty, great big error message! This happens every time. I've had it up to here with you wankers. One more problem and I'm outa here!

Douglas Johnson"
4,"Good afternoon,

Please close my account, I have no further need of this service. I'm having a problem with your delivery system. Even though I've cancelled my order through website you guys still charged my credit card..

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thank you,
Remi Francis"
